County,State,FIPS,Lyme Disease Incidence Reported
Marion,Georgia,13197,0
Madison,Georgia,13195,0
Macon,Georgia,13193,0
McIntosh,Georgia,13191,0
McDuffie,Georgia,13189,0
Lumpkin,Georgia,13187,0
Lowndes,Georgia,13185,0
Long,Georgia,13183,0
Lincoln,Georgia,13181,0
Liberty,Georgia,13179,0
Lee,Georgia,13177,0
Laurens,Georgia,13175,0
Lanier,Georgia,13173,0
Lamar,Georgia,13171,0
Jones,Georgia,13169,0
Johnson,Georgia,13167,0
Jenkins,Georgia,13165,0
Jefferson,Georgia,13163,0
Jeff Davis,Georgia,13161,0
Jasper,Georgia,13159,0
Jackson,Georgia,13157,0
Irwin,Georgia,13155,0
Houston,Georgia,13153,0
Henry,Georgia,13151,0
Heard,Georgia,13149,0
Hart,Georgia,13147,0
Harris,Georgia,13145,0
Haralson,Georgia,13143,0
Hancock,Georgia,13141,0
Hall,Georgia,13139,0
Habersham,Georgia,13137,0
Gwinnett,Georgia,13135,1
Greene,Georgia,13133,0
Grady,Georgia,13131,0
Gordon,Georgia,13129,0
Glynn,Georgia,13127,1
Glascock,Georgia,13125,0
Gilmer,Georgia,13123,0
Fulton,Georgia,13121,3
Franklin,Georgia,13119,0
Forsyth,Georgia,13117,1
Floyd,Georgia,13115,0
Fayette,Georgia,13113,0
Fannin,Georgia,13111,0
Evans,Georgia,13109,0
Emanuel,Georgia,13107,0
Elbert,Georgia,13105,0
Effingham,Georgia,13103,0
Echols,Georgia,13101,0
Early,Georgia,13099,0
Douglas,Georgia,13097,0
Dougherty,Georgia,13095,1
Dooly,Georgia,13093,0
Dodge,Georgia,13091,0
DeKalb,Georgia,13089,1
Decatur,Georgia,13087,0
Dawson,Georgia,13085,0
Dade,Georgia,13083,0
Crisp,Georgia,13081,0
Crawford,Georgia,13079,0
Coweta,Georgia,13077,0
Cook,Georgia,13075,0
Columbia,Georgia,13073,0
Colquitt,Georgia,13071,0
Coffee,Georgia,13069,0
Cobb,Georgia,13067,2
Clinch,Georgia,13065,0
Clayton,Georgia,13063,0
Clay,Georgia,13061,0
Clarke,Georgia,13059,0
Cherokee,Georgia,13057,1
Chattooga,Georgia,13055,0
Chattahoochee,Georgia,13053,0
Chatham,Georgia,13051,0
Charlton,Georgia,13049,0
Catoosa,Georgia,13047,0
Carroll,Georgia,13045,0
Candler,Georgia,13043,0
Camden,Georgia,13039,1
Calhoun,Georgia,13037,0
Butts,Georgia,13035,0
Burke,Georgia,13033,0
Bulloch,Georgia,13031,0
Bryan,Georgia,13029,0
Brooks,Georgia,13027,0
Brantley,Georgia,13025,0
Bleckley,Georgia,13023,0
Bibb,Georgia,13021,0
Berrien,Georgia,13019,0
Ben Hill,Georgia,13017,0
Bartow,Georgia,13015,0
Barrow,Georgia,13013,0
Banks,Georgia,13011,0
Baldwin,Georgia,13009,0
Baker,Georgia,13007,0
Bacon,Georgia,13005,0
Atkinson,Georgia,13003,0
Appling,Georgia,13001,0
Washington,Florida,12133,0
Walton,Florida,12131,0
Wakulla,Florida,12129,1
Volusia,Florida,12127,2
Union,Florida,12125,0
Taylor,Florida,12123,0
Suwannee,Florida,12121,0
Sumter,Florida,12119,3
Seminole,Florida,12117,4
Sarasota,Florida,12115,6
Santa Rosa,Florida,12113,0
St. Lucie,Florida,12111,2
St. Johns,Florida,12109,4
Putnam,Florida,12107,0
Polk,Florida,12105,1
Pinellas,Florida,12103,19
Pasco,Florida,12101,4
Palm Beach,Florida,12099,18
Osceola,Florida,12097,4
Orange,Florida,12095,3
Okeechobee,Florida,12093,0
Okaloosa,Florida,12091,3
Nassau,Florida,12089,1
Monroe,Florida,12087,0
Miami-Dade,Florida,12086,6
Martin,Florida,12085,4
Marion,Florida,12083,5
Manatee,Florida,12081,2
Madison,Florida,12079,0
Liberty,Florida,12077,0
Levy,Florida,12075,0
Leon,Florida,12073,1
Lee,Florida,12071,16
Lake,Florida,12069,3
Lafayette,Florida,12067,0
Jefferson,Florida,12065,0
Jackson,Florida,12063,0
Indian River,Florida,12061,16
Holmes,Florida,12059,0
Hillsborough,Florida,12057,5
Highlands,Florida,12055,3
Hernando,Florida,12053,3
Hendry,Florida,12051,0
Hardee,Florida,12049,0
Hamilton,Florida,12047,0
Gulf,Florida,12045,0
Glades,Florida,12043,0
Gilchrist,Florida,12041,0
Gadsden,Florida,12039,0
Franklin,Florida,12037,0
Flagler,Florida,12035,1
Escambia,Florida,12033,5
Duval,Florida,12031,3
Dixie,Florida,12029,0
DeSoto,Florida,12027,0
Columbia,Florida,12023,0
Collier,Florida,12021,1
Clay,Florida,12019,0
Citrus,Florida,12017,2
Charlotte,Florida,12015,1
Calhoun,Florida,12013,0
Broward,Florida,12011,7
Brevard,Florida,12009,3
Bradford,Florida,12007,0
Bay,Florida,12005,0
Baker,Florida,12003,0
Alachua,Florida,12001,0
District of Columbia,District of Columbia,11001,100
Sussex,Delaware,10005,130
New Castle,Delaware,10003,407
Kent,Delaware,10001,79
Windham,Connecticut,9015,93
Tolland,Connecticut,9013,107
New London,Connecticut,9011,254
New Haven,Connecticut,9009,211
Middlesex,Connecticut,9007,119
Litchfield,Connecticut,9005,116
Hartford,Connecticut,9003,132
Fairfield,Connecticut,9001,194
Yuma,Colorado,8125,0
Weld,Colorado,8123,0
Washington,Colorado,8121,0
Teller,Colorado,8119,0
Summit,Colorado,8117,0
Sedgwick,Colorado,8115,0
San Miguel,Colorado,8113,0
San Juan,Colorado,8111,0
Saguache,Colorado,8109,0
Routt,Colorado,8107,0
Rio Grande,Colorado,8105,0
Rio Blanco,Colorado,8103,0
Pueblo,Colorado,8101,0
Prowers,Colorado,8099,0
Pitkin,Colorado,8097,0
Phillips,Colorado,8095,0
Park,Colorado,8093,0
Ouray,Colorado,8091,0
Otero,Colorado,8089,0
Morgan,Colorado,8087,0
Montrose,Colorado,8085,0
Montezuma,Colorado,8083,0
Moffat,Colorado,8081,0
Mineral,Colorado,8079,0
Mesa,Colorado,8077,0
Logan,Colorado,8075,0
Lincoln,Colorado,8073,0
Las Animas,Colorado,8071,0
Larimer,Colorado,8069,0
La Plata,Colorado,8067,0
Lake,Colorado,8065,0
Kit Carson,Colorado,8063,0
Kiowa,Colorado,8061,0
Jefferson,Colorado,8059,1
Jackson,Colorado,8057,0
Huerfano,Colorado,8055,0
Hinsdale,Colorado,8053,0
Gunnison,Colorado,8051,0
Grand,Colorado,8049,0
Gilpin,Colorado,8047,0
Garfield,Colorado,8045,0
Fremont,Colorado,8043,0
El Paso,Colorado,8041,1
Elbert,Colorado,8039,0
Eagle,Colorado,8037,1
Douglas,Colorado,8035,0
Dolores,Colorado,8033,0
Denver,Colorado,8031,2
Delta,Colorado,8029,0
Custer,Colorado,8027,0
Crowley,Colorado,8025,0
Costilla,Colorado,8023,0
Conejos,Colorado,8021,0
Clear Creek,Colorado,8019,0
Cheyenne,Colorado,8017,0
Chaffee,Colorado,8015,0
Broomfield,Colorado,8014,0
Boulder,Colorado,8013,1
Bent,Colorado,8011,0
Baca,Colorado,8009,0
Archuleta,Colorado,8007,0
Arapahoe,Colorado,8005,1
Alamosa,Colorado,8003,0
Adams,Colorado,8001,1
Yuba,California,6115,1
Yolo,California,6113,3
Ventura,California,6111,4
Tuolumne,California,6109,2
Tulare,California,6107,8
Trinity,California,6105,0
Tehama,California,6103,0
Sutter,California,6101,0
Stanislaus,California,6099,1
Sonoma,California,6097,10
Solano,California,6095,1
Siskiyou,California,6093,1
Sierra,California,6091,0
Shasta,California,6089,0
Santa Cruz,California,6087,14
Santa Clara,California,6085,6
Santa Barbara,California,6083,3
San Mateo,California,6081,3
San Luis Obispo,California,6079,1
San Joaquin,California,6077,2
San Francisco,California,6075,14
San Diego,California,6073,1
San Bernardino,California,6071,5
San Benito,California,6069,0
Sacramento,California,6067,2
Riverside,California,6065,3
Plumas,California,6063,0
Placer,California,6061,0
Orange,California,6059,0
Nevada,California,6057,3
Napa,California,6055,0
Monterey,California,6053,3
Mono,California,6051,0
Modoc,California,6049,0
Merced,California,6047,0
Mendocino,California,6045,11
Mariposa,California,6043,0
Marin,California,6041,8
Madera,California,6039,0
Los Angeles,California,6037,3
Lassen,California,6035,0
Lake,California,6033,2
Kings,California,6031,2
Kern,California,6029,0
Inyo,California,6027,0
Imperial,California,6025,0
Humboldt,California,6023,3
Glenn,California,6021,0
Fresno,California,6019,1
El Dorado,California,6017,0
Del Norte,California,6015,0
Contra Costa,California,6013,4
Colusa,California,6011,0
Calaveras,California,6009,1
Butte,California,6007,1
Amador,California,6005,0
Alpine,California,6003,0
Alameda,California,6001,17
Yell,Arkansas,5149,0
Woodruff,Arkansas,5147,1
White,Arkansas,5145,0
Washington,Arkansas,5143,4
Van Buren,Arkansas,5141,0
Union,Arkansas,5139,0
Stone,Arkansas,5137,1
Sharp,Arkansas,5135,0
Sevier,Arkansas,5133,0
Sebastian,Arkansas,5131,0
Searcy,Arkansas,5129,0
Scott,Arkansas,5127,0
Saline,Arkansas,5125,0
St. Francis,Arkansas,5123,0
Randolph,Arkansas,5121,0
Pulaski,Arkansas,5119,3
Prairie,Arkansas,5117,0
Pope,Arkansas,5115,0
Polk,Arkansas,5113,0
Poinsett,Arkansas,5111,0
Pike,Arkansas,5109,0
Phillips,Arkansas,5107,0
Perry,Arkansas,5105,0
Ouachita,Arkansas,5103,0
Newton,Arkansas,5101,0
Nevada,Arkansas,5099,0
Montgomery,Arkansas,5097,2
Monroe,Arkansas,5095,0
Mississippi,Arkansas,5093,0
Miller,Arkansas,5091,0
Marion,Arkansas,5089,0
Madison,Arkansas,5087,0
Lonoke,Arkansas,5085,0
Logan,Arkansas,5083,0
Little River,Arkansas,5081,0
Lincoln,Arkansas,5079,0
Lee,Arkansas,5077,0
Lawrence,Arkansas,5075,1
Lafayette,Arkansas,5073,0
Johnson,Arkansas,5071,2
Jefferson,Arkansas,5069,0
Jackson,Arkansas,5067,0
Izard,Arkansas,5065,0
Independence,Arkansas,5063,0
Howard,Arkansas,5061,0
Hot Spring,Arkansas,5059,0
Hempstead,Arkansas,5057,0
Greene,Arkansas,5055,1
Grant,Arkansas,5053,0
Garland,Arkansas,5051,0
Fulton,Arkansas,5049,0
Franklin,Arkansas,5047,0
Faulkner,Arkansas,5045,1
Drew,Arkansas,5043,0
Desha,Arkansas,5041,0
Dallas,Arkansas,5039,0
Cross,Arkansas,5037,0
Crittenden,Arkansas,5035,0
Crawford,Arkansas,5033,0
Craighead,Arkansas,5031,0
Conway,Arkansas,5029,1
Columbia,Arkansas,5027,0
Cleveland,Arkansas,5025,1
Cleburne,Arkansas,5023,0
Clay,Arkansas,5021,0
Clark,Arkansas,5019,0
Chicot,Arkansas,5017,0
Carroll,Arkansas,5015,0
Calhoun,Arkansas,5013,0
Bradley,Arkansas,5011,0
Boone,Arkansas,5009,0
Benton,Arkansas,5007,0
Baxter,Arkansas,5005,0
Ashley,Arkansas,5003,0
Arkansas,Arkansas,5001,0
Arkansas,Arkansas,5001,0
Yuma,Arizona,4027,0
Yavapai,Arizona,4025,0
Santa Cruz,Arizona,4023,0
Pinal,Arizona,4021,0
Pima,Arizona,4019,7
Navajo,Arizona,4017,0
Mohave,Arizona,4015,0
Maricopa,Arizona,4013,1
La Paz,Arizona,4012,0
Greenlee,Arizona,4011,0
Graham,Arizona,4009,0
Gila,Arizona,4007,0
Coconino,Arizona,4005,0
Cochise,Arizona,4003,2
Apache,Arizona,4001,0
Yukon-Koyukuk,Alaska,2290,0
Yakutat,Alaska,2282,0
Wrangell,Alaska,2275,0
Valdez-Cordova,Alaska,2261,0
Southeast Fairbanks,Alaska,2240,0
Skagway,Alaska,2230,0
Sitka,Alaska,2220,0
Prince of Wales-Hyder,Alaska,2198,0
Petersburg,Alaska,2195,0
Northwest Arctic,Alaska,2188,0
North Slope,Alaska,2185,0
Nome,Alaska,2180,0
Matanuska-Susitna,Alaska,2170,0
Lake and Peninsula,Alaska,2164,0
Kusilvak,Alaska,2158,0
Kodiak Island,Alaska,2150,0
Ketchikan Gateway,Alaska,2130,0
Kenai Peninsula,Alaska,2122,0
Juneau,Alaska,2110,0
Hoonah-Angoon,Alaska,2105,0
Haines,Alaska,2100,0
Fairbanks North Star,Alaska,2090,0
Dillingham,Alaska,2070,0
Denali,Alaska,2068,0
Bristol Bay,Alaska,2060,0
Bethel,Alaska,2050,0
Anchorage,Alaska,2020,3
Aleutians West,Alaska,2016,0
Aleutians East,Alaska,2013,0
Winston,Alabama,1133,0
Wilcox,Alabama,1131,0
Washington,Alabama,1129,0
Walker,Alabama,1127,2
Tuscaloosa,Alabama,1125,7
Tallapoosa,Alabama,1123,0
Talladega,Alabama,1121,0
Sumter,Alabama,1119,1
Shelby,Alabama,1117,0
St. Clair,Alabama,1115,1
Russell,Alabama,1113,0
Randolph,Alabama,1111,0
Pike,Alabama,1109,0
Pickens,Alabama,1107,1
Perry,Alabama,1105,0
Morgan,Alabama,1103,0
Montgomery,Alabama,1101,3
Monroe,Alabama,1099,0
Mobile,Alabama,1097,2
Marshall,Alabama,1095,0
Marion,Alabama,1093,1
Marengo,Alabama,1091,2
Madison,Alabama,1089,5
Macon,Alabama,1087,0
Lowndes,Alabama,1085,0
Limestone,Alabama,1083,2
Lee,Alabama,1081,2
Lawrence,Alabama,1079,0
Lauderdale,Alabama,1077,0
Lamar,Alabama,1075,2
Jefferson,Alabama,1073,3
Jackson,Alabama,1071,3
Houston,Alabama,1069,1
Henry,Alabama,1067,0
Hale,Alabama,1065,1
Greene,Alabama,1063,0
Geneva,Alabama,1061,1
Franklin,Alabama,1059,0
Fayette,Alabama,1057,3
Etowah,Alabama,1055,1
Escambia,Alabama,1053,1
Elmore,Alabama,1051,2
DeKalb,Alabama,1049,5
Dallas,Alabama,1047,1
Dale,Alabama,1045,0
Cullman,Alabama,1043,1
Crenshaw,Alabama,1041,0
Covington,Alabama,1039,0
Coosa,Alabama,1037,1
Conecuh,Alabama,1035,0
Colbert,Alabama,1033,2
Coffee,Alabama,1031,0
Cleburne,Alabama,1029,1
Clay,Alabama,1027,0
Clarke,Alabama,1025,0
Choctaw,Alabama,1023,0
Chilton,Alabama,1021,1
Cherokee,Alabama,1019,0
Chambers,Alabama,1017,2
Calhoun,Alabama,1015,3
Butler,Alabama,1013,0
Bullock,Alabama,1011,0
Blount,Alabama,1009,0
Bibb,Alabama,1007,0
Barbour,Alabama,1005,1
Baldwin,Alabama,1003,0
Autauga,Alabama,1001,1
